t_block_1	T_block_1	t_water_in	T_water_in	t_block_2	T_block_2	t_water_out	T_water_out	t_amb	T_amb	t_flow	V_flow	t_block_prob	V_block_prob	t_current_shunt	Current_shunt	t_diff_press	Diff_press
567.1160774230957	20.602604318145456	564.0397047996521	20.45290782434245	565.5766403675079	20.592643229384528	562.5091309547424	20.560008669345965	568.6523401737213	24.770807313310108	556.3193502426147	1.49198944	557.8636724948883	-1.78345864e-06	559.4101493358612	-0.009988994079999999	560.957658290863	21.987521777777776
580.981805562973	20.609227046078395	577.8981893062592	20.42287642012678	579.4321081638336	20.56795686135825	576.3633298873901	20.57037375390342	582.5115694999695	24.782674108680645	570.1948232650757	1.47333497	571.7368924617767	-1.18190008e-06	573.2786822319031	-0.009647813	574.8161816596985	21.696731999999997
594.8759882450104	20.579958977467452	591.7805547714233	20.406983085133074	593.3251645565033	20.54166715460893	590.2186441421509	20.54260404697129	596.4223711490631	24.85529471135087	584.0623631477356	1.4788453	585.5903844833374	-1.99894448e-06	587.1292674541473	-0.010024915760000001	588.6781527996063	21.761431111111115
608.7511339187622	20.565501362158514	605.6823160648346	20.39407282311681	607.2170536518097	20.52285471404843	604.1438510417938	20.535435796893694	610.2967519760132	24.81092386902679	597.9775247573853	1.47366104	599.5223343372345	-6.7012542e-07	601.0802748203278	-0.008875641719999999	602.6188554763794	21.578070000000004
622.6849074363708	20.564855313934654	619.595490694046	20.40214430917339	621.1377739906311	20.53411282513081	618.0460393428802	20.512325036792404	624.2299234867096	24.826363535512368	611.8506374359131	1.47502406	613.3963234424591	-2.74864099e-06	614.9468524456024	-0.008283057639999999	616.4959621429443	21.789520666666668
636.5817286968231	20.536578597777414	633.5104475021362	20.363246266910476	635.0414037704468	20.504860847156294	631.9589817523956	20.481884087509425	638.1484706401825	24.923900729078177	625.7795577049255	1.47438185	627.3197166919708	-2.76210866e-06	628.87548995018	-0.010204446079999999	630.416713476181	21.684467555555557
650.481077671051	20.54593207591755	647.3977656364441	20.36756254864101	648.9398431777954	20.516332539774975	645.8564171791077	20.459674430763634	652.0243873596191	24.955342566576288	639.6936070919037	1.4825551	641.2351279258728	-2.29523294e-06	642.7809963226318	-0.00804962992	644.3113977909088	21.680352666666668
664.3585906028748	20.52740016608269	661.2756180763245	20.35046472179341	662.8202483654022	20.507455295087357	659.7405743598938	20.443281701403972	665.8973841667175	24.7926594064643	653.5617628097534	1.48286355	655.1111431121826	-2.42991877e-06	656.6561772823334	-0.00760075148	658.1941137313843	21.786756666666665
678.2142109870911	20.50417362756876	675.1304745674133	20.340007328996705	676.6777095794678	20.47841969442593	673.5964703559875	20.463743663897986	679.7565720081329	24.81447832751439	667.4278497695923	1.46328474	668.9660756587982	-2.9776042e-06	670.5051472187042	-0.00936052532	672.0536012649536	21.60772977777778
692.1395444869995	20.496318225957623	689.0513470172882	20.317676942945937	690.5826590061188	20.46635353401909	687.5135793685913	20.42333198654231	693.6980249881744	24.795283329550536	681.308807849884	1.47500471	682.8483994007111	-2.82946988e-06	684.4032580852509	-0.009073264519999999	685.9473695755005	21.673894222222224
706.039074420929	20.456385071565954	702.9717411994934	20.306156557531043	704.5001766681671	20.446640547613956	701.440943479538	20.39844058777382	707.5871524810791	24.7733384071713	695.2476727962494	1.46412835	696.8105680942535	-2.88333834e-06	698.3618168830872	-0.012916027319999999	699.9047439098358	21.685127333333334
719.9307055473328	20.46176695828302	716.8481512069702	20.300064340226683	718.3956751823425	20.449621042364296	715.2988171577454	20.401763384338338	721.4621093273163	24.942007321255062	709.1290180683136	1.46476359	710.683774471283	-2.36707337e-06	712.2205748558044	-0.01036614036	713.776225566864	21.53235977777778
733.7944121360779	20.432638930418776	730.7291893959045	20.275878185828816	732.2708098888397	20.416737857849128	729.1924448013306	20.383144408559108	735.3290591239929	24.949364499584817	723.0184011459351	1.49010038	724.56232380867	-2.03935356e-06	726.1075773239136	-0.002177761444	727.6530826091766	21.863649111111112
747.659627199173	20.444576336960942	744.5863444805145	20.26937414255556	746.1239788532257	20.405845457843842	743.0471436977386	20.382665679299084	749.1964838504791	24.963326264725726	736.8714089393616	1.48519308	738.4126312732697	-1.66675056e-06	739.9724187850952	-0.01104849664	741.5104007720947	21.95418866666667
761.5273296833038	20.410895288438383	758.4476981163025	20.233623692358815	759.9855599403381	20.37243477434132	756.9095222949982	20.342053508498616	763.0641477108002	24.99124004805719	750.7394275665283	1.47337825	752.2825853824615	-2.7980384e-06	753.83740401268	-0.01056367004	755.3703074455261	21.587694222222222
775.4348537921906	20.418531810447732	772.3500468730927	20.247344781411915	773.9013006687164	20.38304917746877	770.8075394630432	20.35583883871463	776.9662885665894	25.00125547915536	764.6133680343628	1.4713228	766.1499874591827	-2.32217925e-06	767.7073385715485	-0.01153333492	769.2625432014465	21.68381888888889
789.3267023563385	20.406684522304406	786.2260076999664	20.220430211058204	787.7736678123474	20.370066867400492	784.690456867218	20.34382429024174	790.8544445037842	24.945180646012695	778.5196764469147	1.4751483	780.0740125179291	-2.14709415e-06	781.6219952106476	-0.00979148444	783.1546876430511	21.587294000000004
803.1931371688843	20.380593759788322	800.125629901886	20.223727297166214	801.6554267406464	20.35252119657408	798.5587856769562	20.319540382773223	804.7456150054932	24.967059057662453	792.3778839111328	1.47067187	793.9156558513641	-2.70375586e-06	795.4570076465607	-0.01397545668	797.0016257762909	21.721664444444443
817.0948135852814	20.40167072694777	814.0112028121948	20.217912996512055	815.5544729232788	20.365547254243168	812.4707918167114	20.320163245229033	818.6506674289703	24.89152406745131	806.2955877780914	1.47564623	807.8395190238953	-2.16056523e-06	809.3825817108154	-0.011928356639999999	810.9263124465942	21.61708333333333
